author	channel_url	title	webpage_url	view_count	like_count	dislike_count	average_rating	duration	upload_date	tags	categories	description	thumbnail	best_format	filesize_bytes
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Hanne Mjøen - Hell With You (lyrics)	https://www.youtube.com/watch?v=kDmeMlt8qCU	38861	3710	57	4.9394746	184	20210427	['MrSuicideSheep', 'Music', 'Hanne Mjoen Hell With You lyrics', 'Hanne Mjoen', 'Indie Pop', 'Hell With You lyrics', 'indie', 'indie dance', 'dance pop', 'dance', 'electronic']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://orcd.co/hellwithyou

Hanne Mjoen
https://soundcloud.com/hannemjoenmusic
https://www.facebook.com/hannemjoenmusic
https://www.instagram.com/hanne.mjoen/
https://twitter.com/hannemjoen

Artwork by Shykip
https://www.artstation.com/shykip"	https://i.ytimg.com/vi_webp/kDmeMlt8qCU/maxresdefault.webp	399 - 1920x1080 (1080p)	11047537.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Arrested Youth - Leave My Casket Open... (SMLE Remix)	https://www.youtube.com/watch?v=kSQSXQXn8Ro	67785	5389	113	4.9178481	226	20210426	['MrSuicideSheep', 'Music', 'Arrested Youth Leave Me Casket Open SMLE Remix', 'Arrested Youth', 'Leave My Casket Open', 'SMLE', 'Future Bass', 'Electronic', 'Dubstep', 'Alt Pop']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://arrestedyouth.ffm.to/casket_smleremix

SMLE
https://soundcloud.com/smlemusic/
https://www.instagram.com/smlemusic/
https://twitter.com/smlemusic
https://www.facebook.com/smlemusic

Arrested Youth
https://www.instagram.com/arrestedyouth/
https://www.facebook.com/ArrestedYouthMusic/
https://www.arrestedyouth.com/
https://twitter.com/ArrestedYouth

Artwork by Joshua Bijdeveldt
https://www.youtube.com/channel/UC52STy1GwIFVK7IK9fIwYJQ
https://www.instagram.com/digital_magician/"	https://i.ytimg.com/vi_webp/kSQSXQXn8Ro/maxresdefault.webp	248 - 1920x1080 (1080p)	14245672.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Aether - Fragments	https://www.youtube.com/watch?v=t7kOI_1oWzs	79020	5736	70	4.9517741	262	20210425	['MrSuicideSheep', 'Music', 'Aether Fragments', 'Aether', 'Ambient', 'Chill Out', 'Downtempo', 'Electronica']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream  ⧩
https://aetheraudio.bandcamp.com/album/fragments

Aether
https://soundcloud.com/aetheraudio
https://twitter.com/AetherAudio
https://www.facebook.com/aetheraudio/
https://www.instagram.com/aetheraudio/
https://www.youtube.com/user/AetherAudio

Artwork by Michael Vincent Manalo
https://www.artstation.com/artwork/YxPxq
http://www.michaelvincentmanalo.com/
https://www.facebook.com/MVMArtworks"	https://i.ytimg.com/vi_webp/t7kOI_1oWzs/maxresdefault.webp	248 - 1920x1080 (1080p)	5741842.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Justin Bieber - Peaches (Marc Benjamin Remix)	https://www.youtube.com/watch?v=Pvkv3A2fDOQ	79872	5083	213	4.8391237	159	20210424	['MrSuicideSheep', 'Music', 'Justin Bieber Peaches Marc Benjamin Remix', 'Justin Bieber Remix', 'Peaches House Remix', 'Marc Benjamin', 'House', 'Disco', 'Dance', 'EDM', 'Pop Dance', 'Electronic']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩

Marc Benjamin
https://soundcloud.com/marcbenjamin
https://twitter.com/marcbenjamins
https://www.facebook.com/TheMarcBenjamin/
https://www.youtube.com/c/MarcBenjamin/

Justin Bieber
https://www.instagram.com/justinbieber/

Artwork by RaidesArt
https://twitter.com/RaidesArt
https://www.instagram.com/raidesart/"	https://i.ytimg.com/vi_webp/Pvkv3A2fDOQ/maxresdefault.webp	248 - 1920x1080 (1080p)	12384753.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Ben Walter - Blossom	https://www.youtube.com/watch?v=PXKshDFfMjA	95707	5504	88	4.9370527	247	20210422	['MrSuicideSheep', 'Music', 'Ben Walter Blossom', 'Ben Walter', 'Dubstep', 'Melodic Bass', 'EDM', 'Epic music', 'Electronic']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://ndc.fanlink.to/ben-walter-blossom

Ben Walter
https://soundcloud.com/ben-walter-12
https://www.facebook.com/BenWalterOfficial/

Artwork by Anato Finnstark
https://www.artstation.com/artwork/xzXO1E
https://www.facebook.com/finnstarkillustration
https://twitter.com/AFinnstark
https://www.instagram.com/anatofinnstark/"	https://i.ytimg.com/vi_webp/PXKshDFfMjA/maxresdefault.webp	248 - 1920x1080 (1080p)	22157584.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Sam Day, OVRDSE & Hatim - Eyes Open Wide	https://www.youtube.com/watch?v=AQO6k6pW_CI	99127	5356	114	4.916636	202	20210421	['MrSuicideSheep', 'Music', 'Sam Day Eyes Open Wide', 'Sam Day', 'Electronic', 'Future Bass', 'EDM', 'OVRDSE', 'Melodic Bass', 'Dubstep', 'House']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://foundred.ffm.to/eyesopenwide

Sam Day
https://soundcloud.com/samdayuk
https://www.instagram.com/samdayuk/
https://twitter.com/samdayuk

OVRDSE
https://www.instagram.com/ovrdsemusic/
https://www.facebook.com/ovrdsemusic

Hatim
https://www.instagram.com/hatimsiddique/
https://twitter.com/HatimSiddique

Artwork by v-0-3
https://linktr.ee/v03

Released by found/red 
https://spoti.fi/2nnnULM
https://www.instagram.com/foundredrecords 
https://twitter.com/foundredrecords
https://soundcloud.com/foundred"	https://i.ytimg.com/vi_webp/AQO6k6pW_CI/maxresdefault.webp	248 - 1920x1080 (1080p)	8518846.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Pauline Herr - Selfish	https://www.youtube.com/watch?v=vwLwMKFwujg	102658	5296	99	4.9265985	218	20210419	['MrSuicideSheep', 'Music', 'Pauline Herr Selfish', 'Pauline Herr', 'pop', 'indie pop', 'electronic pop', 'electronic', 'future bass', 'trap']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://seekingblue.ffm.to/selfish

Pauline Herr
https://soundcloud.com/paulineherr
https://twitter.com/paulineherr
https://www.instagram.com/paulineherr/
https://www.facebook.com/paulineherrmusic

Artwork by Karmen Loh
https://linktr.ee/bearbrickjia
https://www.artstation.com/karmenloh
https://www.patreon.com/bearbrickjia
https://www.instagram.com/bearbrickjia"	https://i.ytimg.com/vi_webp/vwLwMKFwujg/maxresdefault.webp	248 - 1920x1080 (1080p)	19076589.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Two Feet - Nightmares (lyrics)	https://www.youtube.com/watch?v=mM-5va850Ig	121727	6535	97	4.9414959	200	20210418	['MrSuicideSheep', 'Music', 'Two Feet Nightmares lyrics', 'Two Feet Nightmares', 'Two Feet', 'Nightmares lyrics', 'blues', 'alt rock', 'alternative pop', 'alt electronic', 'alternative']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://twofeet.ffm.to/maxmacoisdeadright

Two Feet
https://soundcloud.com/twofeetmusic​
https://www.facebook.com/twofeetmusic​
https://twitter.com/TwoFeetMusic​
https://www.instagram.com/twofeetmusic/​

Artwork by Roberto Tumini"	https://i.ytimg.com/vi_webp/mM-5va850Ig/maxresdefault.webp	248 - 1920x1080 (1080p)	8859952.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Moodshift - Heartless (feat. Oliver Nelson, Lucas Nord & flyckt)	https://www.youtube.com/watch?v=9Z1yFhaDjaI	80742	4235	106	4.9023266	145	20210417	['MrSuicideSheep', 'Music', 'moodshift heartless', 'oliver nelson', 'lucas nord', 'flyckt', 'house', 'deep house', 'electronic', 'edm']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://umg.lnk.to/_Heartless

Moodshift
https://www.facebook.com/moodshiftmusic
https://twitter.com/moodshiftmusic
https://soundcloud.com/wearemoodshift
https://www.instagram.com/moodshiftmusic/

Oliver Nelson
https://soundcloud.com/olivernelson
https://www.facebook.com/olkannelson
https://twitter.com/olivernelson_
https://www.instagram.com/olivernelsonmusic/

Lucas Nord
https://soundcloud.com/lucas-nord
https://www.instagram.com/lucasnord/
https://www.facebook.com/lucasnord
https://twitter.com/lucasnord

flyckt
https://twitter.com/flycktmusic
https://www.instagram.com/flycktmusic/
https://www.facebook.com/flycktmusic/"	https://i.ytimg.com/vi_webp/9Z1yFhaDjaI/maxresdefault.webp	399 - 1920x1080 (1080p)	16185300.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Two Feet - Flatline (lyrics)	https://www.youtube.com/watch?v=n4PJZMEi2G4	151764	7124	115	4.9364552	178	20210416	['MrSuicideSheep', 'Music', 'Two Feet Flatline lyrics', 'Two Feet', 'Flatline lyrics', 'alt pop', 'alternative', 'electronic', 'grunge', 'blues', 'alternative electronic', 'bass music']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://twofeet.ffm.to/maxmacoisdeadright

Two Feet
https://soundcloud.com/twofeetmusic
https://www.facebook.com/twofeetmusic
https://twitter.com/TwoFeetMusic
https://www.instagram.com/twofeetmusic/

Artwork by Mary Manea
https://www.instagram.com/mb24black/​​
https://www.facebook.com/blackmb24"	https://i.ytimg.com/vi_webp/n4PJZMEi2G4/maxresdefault.webp	248 - 1920x1080 (1080p)	5601684.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	AViVA - Unbreakable (lyrics)	https://www.youtube.com/watch?v=d14fTXFeQ4g	133442	7708	122	4.9376755	178	20210415	['MrSuicideSheep', 'Music', 'AViVA Unbreakable lyrics', 'AViVA', 'unbreakable lyrics', 'alt pop', 'dark pop', 'alternative', 'electronic']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://ditto.fm/unbreakable-aviva

AViVA
https://soundcloud.com/thisisaviva
https://www.facebook.com/thisisaviva
https://twitter.com/thisisaviva
https://www.youtube.com/c/thisisaviva
https://thisisaviva.tumblr.com/

Artwork by Jacob Noble
https://www.artstation.com/artwork/2DYWg
https://twitter.com/jacoblnoble"	https://i.ytimg.com/vi_webp/d14fTXFeQ4g/maxresdefault.webp	248 - 1920x1080 (1080p)	7237584.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	gabriel black - King Of The Nosebleeds (lyrics)	https://www.youtube.com/watch?v=SbJu40phmKI	77528	3336	161	4.8158422	165	20210414	['MrSuicideSheep', 'Music', 'gabriel black king of the nosebleeds lyrics', 'gabriel black', 'king of the nosebleeds lyrics', 'pop', 'indie pop', 'alt pop', 'alternative', 'indie']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://orcd.co/king-of-the-nosebleeds

gabriel black
https://soundcloud.com/sbgabrielblack
https://twitter.com/sbgabrielblack
https://www.youtube.com/c/gabrielblack/
https://www.facebook.com/sbgabrielblack/
https://www.instagram.com/sbgabrielblack/

Artwork by Mary Manea
https://www.instagram.com/mb24black/​
https://www.facebook.com/blackmb24"	https://i.ytimg.com/vi_webp/SbJu40phmKI/maxresdefault.webp	248 - 1920x1080 (1080p)	9243103.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Chris James - hey it's me (lyrics)	https://www.youtube.com/watch?v=uZi-1rEJoVk	88771	4070	143	4.8642297	153	20210412	"['MrSuicideSheep', 'Music', ""Chris James hey it's me"", 'Chris James', ""hey it's me lyrics"", 'pop', 'indie pop', 'indie', 'future pop', 'electronic', 'bedroom pop']"	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://music.chrisjames.lol/heyitsme

Chris James
https://soundcloud.com/therealchrisjames
https://www.facebook.com/thisischrisjames/
https://twitter.com/ohhichrisjames
https://www.youtube.com/c/TheRealChrisJames/

Artwork by Eleonora Nitopi"	https://i.ytimg.com/vi_webp/uZi-1rEJoVk/maxresdefault.webp	248 - 1920x1080 (1080p)	12585577.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	tails - second thoughts (feat. Monsoonsiren)	https://www.youtube.com/watch?v=m-MVW8RngLA	201240	7034	146	4.918663	253	20210411	['MrSuicideSheep', 'Music', 'tails second thoughts', 'tails', 'monsoonsiren', 'second thoughts', 'indie electronica', 'chill trap', 'trap', 'future bass', 'electronic']	['Entertainment']	"tails - second thoughts (feat. Monsoonsiren)

⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://bitbird.lnk.to/secondthoughtssc

tails
https://soundcloud.com/tailsxbeats
https://www.instagram.com/tailsxbeats/
https://www.facebook.com/tailsxbeats/
https://twitter.com/TAILSxBEATS

Monsoonsiren
https://soundcloud.com/monsoonsiren
https://www.facebook.com/profile.php?id=100059604057256
https://twitter.com/Monsoonsiren

Artwork by Mattia Lau
https://www.instagram.com/mattia_l_art/
https://www.artstation.com/mattialau"	https://i.ytimg.com/vi_webp/m-MVW8RngLA/maxresdefault.webp	248 - 1920x1080 (1080p)	10907085.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Dabin & Mokita - Drown	https://www.youtube.com/watch?v=lseJzR0ymtQ	111208	4615	91	4.9226518	260	20210409	['MrSuicideSheep', 'Music', 'Dabin Drown', 'Dabin', 'Mokita Drown', 'Pop', 'Electronic', 'Future Pop', 'Future Bass']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://seekingblue.ffm.to/dabinmokita_drown

Dabin
https://soundcloud.com/dabinlee/
https://www.facebook.com/dabinmusic
https://twitter.com/iamdabinlee
https://www.youtube.com/user/dabinmusic/
https://www.instagram.com/dabinmusic/

Mokita
https://soundcloud.com/thisismokita
https://www.instagram.com/thisismokita/
https://twitter.com/thisismokita
https://www.facebook.com/thisismokita/

Artwork by Fuco Ueda
https://www.instagram.com/fucoueda/
https://fucoueda.com/en/"	https://i.ytimg.com/vi_webp/lseJzR0ymtQ/maxresdefault.webp	248 - 1920x1080 (1080p)	23708667.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Arc North & Bertie Scott - Close To Lonely (Lyric Video)	https://www.youtube.com/watch?v=r7bjl9mb6nk	93180	3914	74	4.9257774	148	20210408	['MrSuicideSheep', 'Music', 'Arc North Close To Lonely', 'Arc North', 'lyric video', 'Electronic Pop', 'Future Bass', 'Electronic', 'EDM', 'Pop', 'Future House', 'Chill', 'House']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://arcnorth.ffm.to/close-to-lonely

Arc North
https://soundcloud.com/arcnorth
https://www.facebook.com/ArcNorth
https://www.youtube.com/c/ArcNorth
https://twitter.com/ArcNorth

Video by 
https://moxieart.co

Released by found/red 
https://spoti.fi/2nnnULM
https://www.instagram.com/foundredrecords 
https://twitter.com/foundredrecords
https://soundcloud.com/foundred"	https://i.ytimg.com/vi_webp/r7bjl9mb6nk/maxresdefault.webp	137 - 1920x822 (1080p)	42563739.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	One Hope - 1001	https://www.youtube.com/watch?v=RuJ8DhcDJ1k	168456	7495	106	4.9442177	207	20210407	['MrSuicideSheep', 'Music', 'One Hope 1001 lyrics', 'One Hope', '1001 lyrics', 'indie pop', 'indie', 'sad pop', 'sad', 'bedroom pop', 'chill out', 'indie electronica']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://foundred.ffm.to/onehope_1001

One Hope
https://soundcloud.com/oh-ty
https://www.instagram.com/onehopeofficial/
https://www.youtube.com/c/OneH%C3%B8pe/
https://twitter.com/onehopeofficial

Artwork by Alena Aenami
https://www.artstation.com/artwork/rAKR86
https://www.instagram.com/aenami.art/
https://foundation.app/Aenami
https://www.facebook.com/aenamiart
https://www.youtube.com/c/AenamiArt
https://twitter.com/Aenami_Art

Released by found/red 
https://spoti.fi/2nnnULM
https://www.instagram.com/foundredrecords 
https://twitter.com/foundredrecords
https://soundcloud.com/foundred"	https://i.ytimg.com/vi_webp/RuJ8DhcDJ1k/maxresdefault.webp	248 - 1920x1080 (1080p)	14814433.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	june - Something To Lose (lyrics)	https://www.youtube.com/watch?v=IC-4IyqxyKI	140255	6671	174	4.8983197	198	20210405	['MrSuicideSheep', 'Music', 'june something to lose lyrics', 'june', 'something to lose lyrics', 'electronic', 'indie pop', 'indie dance', 'electro pop']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://june.lnk.to/SomethingToLoseVD

june
https://www.youtube.com/c/JuneDK/
https://www.facebook.com/juneisaband
https://www.instagram.com/thejuneverse

Artwork by Alexsander Esborine
https://www.deviantart.com/sazui/art/Fallen-Petal-858190315
https://www.instagram.com/imsazui/"	https://i.ytimg.com/vi_webp/IC-4IyqxyKI/maxresdefault.webp	399 - 1920x1080 (1080p)	15687286.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	nimino - Light Up	https://www.youtube.com/watch?v=EWGDeM7bats	108324	4959	104	4.9178352	229	20210404	['MrSuicideSheep', 'Music', 'nimino Light Up', 'nimino', 'chill out', 'downtempo', 'ambient', 'electronic']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://nimino.ffm.to/lightup

nimino
https://soundcloud.com/niminomusic
https://www.facebook.com/niminomusic

Artwork by Mattia Lau
https://www.instagram.com/mattia_l_art/
https://www.artstation.com/mattialau"	https://i.ytimg.com/vi_webp/EWGDeM7bats/maxresdefault.webp	248 - 1920x1080 (1080p)	13030410.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Feint - Weavers	https://www.youtube.com/watch?v=ZeOLduhYa7o	114977	5321	158	4.8846507	291	20210403	['MrSuicideSheep', 'Music', 'Feint Weavers', 'Feint', 'Drum & Bass', 'Electronic', 'EDM', 'dnb']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream⧩
https://smarturl.it/FeintWeavers

Feint
https://soundcloud.com/Feintdnb
https://twitter.com/feintMusic
https://www.youtube.com/c/Feint/
https://www.facebook.com/feintDnB

Released by Liquicity

Artwork by Aaron Naugle 
https://www.instagram.com/aaron.naugle.art/"	https://i.ytimg.com/vi_webp/ZeOLduhYa7o/maxresdefault.webp	399 - 1920x1080 (1080p)	34231640.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	joss lockwood & lizdek - you & me	https://www.youtube.com/watch?v=luRRLpKHhYM	142050	7117	91	4.9495006	176	20210401	['MrSuicideSheep', 'Music', 'joss lockwood you and me', 'lizdek you and me', 'lizdek', 'chill trap', 'future bass', 'electronic', 'emotional', 'bedroom']	['Entertainment']	"joss lockwood & lizdek - you & me

⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://anv6.artbyform.com/

joss lockwood
https://soundcloud.com/josslockwood
https://www.instagram.com/josslockwood/
https://open.spotify.com/artist/7c0umSPytMVzf1GT9eL7f2?si=m3Xi9XBwSGquH-Wo7PLAeQ

Lizdek
https://soundcloud.com/lizdek
https://www.instagram.com/lizdekmusic/
https://twitter.com/lizdekmusic

Artwork by Z eD
https://linktr.ee/trungbui42"	https://i.ytimg.com/vi_webp/luRRLpKHhYM/maxresdefault.webp	248 - 1920x1080 (1080p)	14694647.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Sublab - Anything For You	https://www.youtube.com/watch?v=I7jJeVBVkbs	194144	6792	118	4.9316931	233	20210331	['MrSuicideSheep', 'Music', 'Sublab anything for you', 'Sublab', 'Electronic', 'Garage', 'Deep', 'Future Bass']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://fanlink.to/anythingforu

Sublab
https://soundcloud.com/sublabmusic
https://www.instagram.com/sublabmusic/
https://twitter.com/sublabmusic
https://www.youtube.com/c/Sublab

Artwork by Aleksa Djordjevic
https://instagram.com/just_alex_3d/
https://blume-visuals.com/"	https://i.ytimg.com/vi_webp/I7jJeVBVkbs/maxresdefault.webp	248 - 1920x1080 (1080p)	15406951.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Sultan + Shephard - Naama (feat. Nathan Nicholson)	https://www.youtube.com/watch?v=zTLMHSE-_3Q	258361	7113	123	4.9320068	332	20210328	['MrSuicideSheep', 'Music', 'Sultan + Shepard Naama', 'Naama', 'Progressive House', 'House', 'Trance', 'Electronic', 'EDM']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://thisneverhappened.ffm.to/somethingeverything

Sultan + Shepard
https://soundcloud.com/sultanshepard/
https://twitter.com/sultanshepard
https://www.youtube.com/user/sultanshepard
https://www.facebook.com/sultanshepard
https://www.instagram.com/sultanshepard/

Artwork by Muhammad Nafay
https://www.artstation.com/artwork/D5VV00
http://www.artbynafay.com/
https://www.instagram.com/le_nafay/"	https://i.ytimg.com/vi_webp/zTLMHSE-_3Q/maxresdefault.webp	248 - 1920x1080 (1080p)	22164049.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	AVAION - i don't know why (lyrics)	https://www.youtube.com/watch?v=yTzdJZ5k6L4	365247	10753	170	4.937746	191	20210327	"['MrSuicideSheep', 'Music', ""AVAION i don't know why lyrics"", 'AVAION', ""i don't know why"", 'House', 'Deep House', 'Indie Dance', 'Dance', 'Future Pop', 'Indie Pop', 'Dance Pop']"	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://avaion.lnk.to/idontknowwhy

AVAION
https://www.instagram.com/avaiion/
https://www.tiktok.com/@avaionmusic
https://www.facebook.com/DjAvaion/
https://www.youtube.com/channel/UCPnDzg4pr3E28RHRtQcH_Ug

Artwork by Mary Manea
https://www.instagram.com/mb24black/"	https://i.ytimg.com/vi_webp/yTzdJZ5k6L4/maxresdefault.webp	248 - 1920x1080 (1080p)	6919122.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Jason Ross & Blanke - One More Day (feat. Chandler Leighton)	https://www.youtube.com/watch?v=VCGNVHifj2Y	147732	6273	157	4.9023328	272	20210326	['MrSuicideSheep', 'Music', 'Jason Ross One More Day', 'Blanke One More Day', 'Blanke', 'Jason Ross', 'Chandler Leighton One More Day', 'Electronic', 'EDM', 'Dubstep', 'Future Bass', 'Electro House']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://ophelia.ffm.to/onemoreday

Jason Ross
https://soundcloud.com/jasonrossofficial
https://twitter.com/JasonRossOfc
https://www.instagram.com/JasonRossOfficial/
http://www.jasonrossofficial.com/

Blanke
https://soundcloud.com/blankemusicau
https://twitter.com/blankemusic
https://www.instagram.com/blankemusic/
https://www.facebook.com/blankemusic
https://www.youtube.com/c/Blankemusic

Chandler Leighton
https://www.instagram.com/chandlerleighton/
https://twitter.com/chanleighton

Artwork by Ross Draws
https://www.artstation.com/artwork/EVRak4
https://twitter.com/rossdraws
https://www.youtube.com/c/Rossdraws/
https://www.facebook.com/Rossdraws/"	https://i.ytimg.com/vi_webp/VCGNVHifj2Y/maxresdefault.webp	248 - 1920x1080 (1080p)	13108657.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Eryn Martin - Ball (Jerry Folk Remix)	https://www.youtube.com/watch?v=EXiT1s95ge4	138733	6285	161	4.9000931	125	20210325	['MrSuicideSheep', 'Music', 'Eryn Martin Ball Jerry Folk Remix', 'Eryn Martin Ball', 'Jerry Folk', 'Indie Pop', 'Indie', 'Downtempo', 'Beats', 'Electronic', 'Bedroom pop']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://erynmartin.ffm.to/ball-jerryfolkremix

Jerry Folk
https://soundcloud.com/jerryfolkmusic/
https://twitter.com/JerryFolk
https://www.facebook.com/jerryfolkmusic/
https://www.instagram.com/jerryfolk_/

Eryn Martin
https://soundcloud.com/erynmartin
https://www.instagram.com/erynmartinnn/
https://twitter.com/erynmartinnn
https://www.youtube.com/channel/UC13-0-YpM4wiS5cnwTEK8dQ

Artwork by cutiicosmo
https://www.instagram.com/cutiicosmo/
https://twitter.com/cutiicosmo"	https://i.ytimg.com/vi_webp/EXiT1s95ge4/maxresdefault.webp	248 - 1920x1080 (1080p)	3949986.0
MrSuicideSheep	http://www.youtube.com/user/MrSuicideSheep	Vanic x Fairlane - Earn It (feat. Zack Gray) (lyrics)	https://www.youtube.com/watch?v=tb0mRT9DHMU	240523	9029	164	4.9286413	209	20210323	['MrSuicideSheep', 'Music', 'Vanic Earn It lyrics', 'Vanic Earn It', 'Fairlane Earn It lyrics', 'Fairlane Earn It', 'Zack Gray Earn It', 'Zack Gray', 'Vanic', 'Fairlane', 'lyric video', 'Dubstep', 'House', 'Electronic', 'Trap', 'EDM', 'Future Bass']	['Entertainment']	"⬙  MrSuicideSheep Links ⬙
https://linktr.ee/MrSuicideSheep

⧩  Download/Stream ⧩
https://seekingblue.ffm.to/_earnit

Vanic
https://soundcloud.com/djvanic
https://www.facebook.com/djvanic
https://twitter.com/djVANIC
https://www.youtube.com/user/DjVanic/
https://www.instagram.com/djvanic/

Fairlane
https://soundcloud.com/fairlaneofficial
https://www.instagram.com/fairlanemusic/
https://twitter.com/FairlaneMusic
https://www.facebook.com/fairlaneofficial/

Zack Gray
https://soundcloud.com/zackgray
https://www.instagram.com/zackgray/
https://twitter.com/zackgray

Artwork by Jacob Noble
https://www.artstation.com/artwork/gJXR2E
https://www.instagram.com/jacobnobleart/
https://twitter.com/jacoblnoble"	https://i.ytimg.com/vi_webp/tb0mRT9DHMU/maxresdefault.webp	248 - 1920x1080 (1080p)	17582413.0
